COD_PROVINCIA;NOM_PROVINCIA;COD_MUNICIPIO;NOM_MUNICIPIO;TIPO;NOMBRE;DIRECCION;CP;TELEFONO;FAX;WEB;CATALOGO;EMAIL;CENTRAL;COD_CARACTER;DESC_CARACTER;DECRETO
03;ALICANTE;63;JESUS POBRE;AGENCIA DE LECTURA;AGENCIA DE LECTURA ENRIC VALOR (DENIA) JESUS POBRE;PLAZA POU DE LA MURTERA Nº 4;03749;TELF.966454311/5756611;FAX.965756611;HTTP://WWW.DENIA.ES/VA/INFORMACIO/CULTURA/BIBLIOTECA/INDEX.ASPX;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0098;BIBLIOTECA@JESUSPOBRE.ES;N;PU;PÚBLICA;N
03;ALICANTE;63;DÉNIA;AGENCIA DE LECTURA;AGENCIA DE LECTURA BAIX LA MAR DÉNIA;RONDA DE LAS MURALLAS Nº 42;03700;TELF.965786280; ;HTTP://WWW.DENIA.ES/VA/INFORMACIO/CULTURA/BIBLIOTECA/INDEX.ASPX;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0098;AGENCIALECTURA@AYTO-DENIA.ES;N;PU;PÚBLICA;S
46;VALENCIA;235;PERELLÓ (EL);AGENCIA DE LECTURA;AGENCIA DE LECTURA  PERELLÓ (EL);CALLE BARON DE RUAYA Nº 1;46420;TELF.961771046; ;HTTP://BIBLIOTECAPERELLO.JIMDO.COM/;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0174;YSABEL_US@YAHOO.COM;N;PU;PÚBLICA;S
03;ALICANTE;42;POBLE NOU DE BENITATXELL (EL);AGENCIA DE LECTURA;AGENCIA DE LECTURA POBLE NOU POBLE NOU DE BENITATXELL (EL);AVENIDA D'ALACANT Nº 11 PISO 2;03726;TELF.966493756/6493369; ;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0148;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0148;BIBLIOTECA@ELPOBLENOUDEBENITATXELL.ORG;N;PU;PÚBLICA;N
12;CASTELLÓN;115;TORO (EL);OTRAS PÚBLICAS;OTRAS PÚBLICAS  TORO (EL);CALLE VALENCIA Nº S/N;12429;TELF.964123001 AYTO;FAX.964123042 AYTO; ; ;ELTORO.SECRETARIA@CV.GVA.ES;N;PU;PÚBLICA;N
03;ALICANTE;138;VERGER (EL);AGENCIA DE LECTURA;AGENCIA DE LECTURA  VERGER (EL);CALLE MESTRE JOSE VIVES Nº 8;03770;TELF.673625250;FAX.965750872 AYTO; ;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0191;BIBLIOTECA@ELVERGER.ES;N;PU;PÚBLICA;S
03;ALICANTE;66;ELDA;AGENCIA DE LECTURA;AGENCIA DE LECTURA PLAZA ESPAÑA  BARRIO LAS TRESCIENTAS ELDA;CALLE ALFONSO XIII Nº S/N;03600;TELF.965399343;FAX.966980657;HTTP://WWW.ELDA.ES/;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0018;RDAVIA@ELDA.ES;N;PU;PÚBLICA;N
03;ALICANTE;901;SETLA;AGENCIA DE LECTURA;AGENCIA DE LECTURA ELS POBLETS ENRIC VALOR SETLA;AVENIDA MESTRE VICENT Nº 5-7;03779;TELF.966475368;FAX.966474287 AYTO; ; ;BIBLIOTECA@ELSPOBLETS.ES;N;PU;PÚBLICA;N
12;CASTELLÓN;59;FANZARA;OTRAS PÚBLICAS;OTRAS PÚBLICAS  FANZARA;CALLE EL TURIO Nº 5;12230;TELF.964619001 AYTO;FAX.964619009 AYTO; ; ;FANZARA_ALC@GVA.ES;N;PU;PÚBLICA;N
46;VALENCIA;123;FAVARA;OTRAS PÚBLICAS;OTRAS PÚBLICAS CASA DE LA CULTURA FAVARA;PLAZA DE LA CULTURA Nº S/N;46614;TELF.961769002 AYTO;FAX.961769427 AYTO; ; ;BIBLIOTECA@FAVARA.ES;N;PU;PÚBLICA;N
03;ALICANTE;69;FINESTRAT;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL MUNICIPAL ELS NOSTRES MESTRES FINESTRAT;CALLE SAN JOSÉ Nº 10;03509;TELF.965878304;FAX.965878308 AYTO; ; ;PESTELA@FINESTRAT.ORG;N;PU;PÚBLICA;N
46;VALENCIA;124;FONTANARS DELS ALFORINS;AGENCIA DE LECTURA;AGENCIA DE LECTURA CASA DE LA CULTURA FONTANARS DELS ALFORINS;CALLE ESCOLES Nº 1 Y 3;46635;TELF.962222233 AYTO;FAX.960706890 AYTO; ; ;REGISTRE@FONTANARSDELSALFORINS.ES;N;PU;PÚBLICA;N
12;CASTELLÓN;61;FORCALL;AGENCIA DE LECTURA;AGENCIA DE LECTURA  FORCALL;PLAZA MAYOR Nº 13;12310;TELF.964171001 AYTO;FAX.964171001 AYTO; ; ;BIBLIOTECA@FORCALL.ES;N;PU;PÚBLICA;N
46;VALENCIA;125;FORTALENY;AGENCIA DE LECTURA;AGENCIA DE LECTURA  FORTALENY;CALLE SANT ROC Nº 1;46418;TELF.96 171 17 91;FAX.961710505 AYTO; ; ;FORTALENYOBERT@GMAIL.COM;N;PU;PÚBLICA;N
46;VALENCIA;129;FUENTERROBLES;AGENCIA DE LECTURA;AGENCIA DE LECTURA  FUENTERROBLES;PLAZA RETIRO Nº 1;46314;TELF.962183001 AYTO;FAX.962183023 AYTO; ; ;FUENTERROBLES_ALC@GVA.ES;N;PU;PÚBLICA;N
12;CASTELLÓN;64;FUENTES DE AYÓDAR;AGENCIA DE LECTURA;AGENCIA DE LECTURA  FUENTES DE AYÓDAR;PLAZA SALVADOR SEGARRA Nº 15;12225;TELF.964618034 AYTO;FAX.964618085 AYTO; ; ;INFO@FUENTESDEAYODAR.ES;N;PU;PÚBLICA;N
03;ALICANTE;72;GAIANES;AGENCIA DE LECTURA;AGENCIA DE LECTURA JULIA PÉREZ GAIANES;CALLE HORT Nº 23;03840;TELF.965515130;FAX.965515247 AYTO; ; ;GAIANES@GAIANES.ES;N;PU;PÚBLICA;N
03;ALICANTE;71;GATA DE GORGOS;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL CARME MIQUEL GATA DE GORGOS;CALLE LA BASSA Nº S/N PISO 1;03740;TELF.965757872; ;HTTP://BIBLIOTECAGATADEGORGOS.BLOGSPOT.COM;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0061;BIBLIOTECA@GATADEGORGOS.ES;N;PU;PÚBLICA;S
46;VALENCIA;250;VALÈNCIA;AGENCIA DE LECTURA;AGENCIA DE LECTURA JOAQUIM MARTI I GADEA  LA FONTETA DE SAN LUIS VALÈNCIA;AVENIDA ALCALDE GISBERT Nº 20;46013;TELF.963525478 EXT-4098;FAX.963539927;HTTP://WWW.VALENCIA.ES/;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0171;BJOAQUIMMARTI@VALENCIA.ES;N;PU;PÚBLICA;S
46;VALENCIA;250;VALÈNCIA;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL CENTRAL-LLUIS FULLANA I MIRA VALÈNCIA;PLAZA MAGUNCIA Nº 1;46018;TELF.963525478 EXT-4585;FAX.963501321;HTTP://WWW.VALENCIA.ES/;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0171;BLLUISFULLANA@VALENCIA.ES / JSCBIBLIOTECAS@VALENCIA.ES;S;PU;PÚBLICA;S
46;VALENCIA;250;VALÈNCIA;BIBLIOTECA ESPECIALIZADA;BIBLIOTECA ESPECIALIZADA SERRANO MORALES VALÈNCIA;PLAZA DE TETUÁN-PALAU DE CERVELLÓ Nº 3;46003;TELF.963525478 EXT-2651; ; ; ; ;N;PU;PÚBLICA;N
46;VALENCIA;250;VALÈNCIA;AGENCIA DE LECTURA;AGENCIA DE LECTURA VICENT CASP I VERGER VALÈNCIA;CALLE PERIS BRELL Nº 6;46022;TELF.963301473; ;HTTP://WWW.VALENCIA.ES/;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0171;BVICENTCASP@VALENCIA.ES;N;PU;PÚBLICA;S
46;VALENCIA;250;VALÈNCIA;AGENCIA DE LECTURA;AGENCIA DE LECTURA CAROLA REIG SALVA BENIMACLET VALÈNCIA;CALLE FRANCISCO MARTINEZ Nº 32-34;46020;TELF.963525478 EXT-4302; ;HTTP://WWW.VALENCIA.ES/;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0171;BCAROLAREIG@VALENCIA.ES;N;PU;PÚBLICA;N
46;VALENCIA;250;VALÈNCIA;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL JOSEP MARIA BAYARRI ORRIOLS VALÈNCIA;CALLE SAN JUAN BOSCO Nº 71;46019;TELF.963668085; ;HTTP://WWW.VALENCIA.ES/;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0171;BJOSEPMBAYARRI@VALENCIA.ES;N;PU;PÚBLICA;N
46;VALENCIA;250;VALÈNCIA;AGENCIA DE LECTURA;AGENCIA DE LECTURA MARIA MOLINER  BARRIO SAN JOSE VALÈNCIA;CALLE SERPIS Nº 9-11;46021;TELF.963931333; ;HTTP://WWW.VALENCIA.ES/;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0171;BMARIAMOLINER@VALENCIA.ES;N;PU;PÚBLICA;S
46;VALENCIA;250;VALÈNCIA;AGENCIA DE LECTURA;AGENCIA DE LECTURA ROIC DE CORELLA  MALILLA VALÈNCIA;CALLE ISLA CABRERA Nº 52;46026;TELF.963737533; ;HTTP://WWW.VALENCIA.ES/;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0171;BROISDECORELLA@VALENCIA.ES;N;PU;PÚBLICA;S
46;VALENCIA;250;VALÈNCIA;AGENCIA DE LECTURA;AGENCIA DE LECTURA AZORIN CTRO DEPORTIVO Y CULTURAL PATRAIX VALÈNCIA;CALLE AZAGADOR DE LAS MONJAS Nº S/N;46018;TELF.963577694; ;HTTP://WWW.VALENCIA.ES/;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0171;BAZORIN@VALENCIA.ES;N;PU;PÚBLICA;S
03;ALICANTE;903;MONTESINOS (LOS);OTRAS PÚBLICAS;OTRAS PÚBLICAS  MONTESINOS (LOS);CALLE NUESTRA SEÑORA DEL CARMEN Nº 36;03187;TELF.966720155; ; ; ;BIBLIOTECA@LOSMONTESINOS.ORG;N;PU;PÚBLICA;N
03;ALICANTE;50;CAMPELLO (EL);BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL RAFAEL ALTAMIRA CAMPELLO (EL);PLAZA DE CANALEJAS Nº 6;03560;TELF.965632124; ;HTTP://WWW.BIBLIOTECASPUBLICAS.ES/ELCAMPELLO;HTTP://WWW.OPAC.ELCAMPELLO.ES:83/OPAC/DOCUOPAC.ASP;BIBLIOTECA@ELCAMPELLO.ORG;N;PU;PÚBLICA;N
12;CASTELLÓN;33;CABANES;AGENCIA DE LECTURA;AGENCIA DE LECTURA  CABANES;CALLE TEATRE Nº S/N;12180;TELF.964657115;FAX.964331461 AYTO; ; ;BIBLIOCABANES@CABANES.ES;N;PU;PÚBLICA;N
46;VALENCIA;250;VALÈNCIA;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL TOMAS VICENT TOSCA  BARRIO DE LA AMISTAD VALÈNCIA;CALLE YECLA Nº 12;46021;TELF.963525478 EXT-2741; ;HTTP://WWW.VALENCIA.ES/;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0171;BTOMASVICENTE@VALENCIA.ES;N;PU;PÚBLICA;S
46;VALENCIA;250;VALÈNCIA;BIBLIOTECA ESPECIALIZADA;BIBLIOTECA ESPECIALIZADA COMPOSITORES VALENCIANOS VALÈNCIA;PLAZA MAGUNCIA Nº 1;46018;TELF.963525478/4534/4588;FAX.963501321;HTTP://WWW.VALENCIA.ES; ;BCENTRAL@VALENCIA.ES;N;PU;PÚBLICA;N
46;VALENCIA;250;VALÈNCIA;BIBLIOTECA ESPECIALIZADA;BIBLIOTECA ESPECIALIZADA DEPORTIVA VALÈNCIA;PLAZA MAGUNCIA Nº 1;46018;TELF.963525478/4534/4588;FAX.963501321;HTTP://WWW.VALENCIA.ES; ;BCENTRAL@VALENCIA.ES;N;PU;PÚBLICA;N
46;VALENCIA;131;GANDIA;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL BIBLIOTECA HISTORICA I DELS CLASSICS GANDIA;PLAZA REI EN JAUME I Nº 10;46701;TELF.962959567;FAX.962959566;HTTP://HTTP://IMABGANDIA.ES/IMAB/ARXIU-HISTORIC/COLLECCIONS.HTML;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0042;ARXIUHISTORIC@GANDIA.ORG;N;PU;PÚBLICA;N
46;VALENCIA;110;XIRIVELLA;AGENCIA DE LECTURA;AGENCIA DE LECTURA BARRIS SANT RAMON I MONT PIETAT XIRIVELLA;CALLE MONTEALEGRE Nº 6;46950;TELF.607616428; ;HTTP://WWW.XIRIVELLA.ES/ES/XIRIVELLA-AJUNTAMENT/BIBLIOTECAS-2;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0068;BIBLIOTECA.ERNEST@XIRIVELLA.ES;N;PU;PÚBLICA;S
03;ALICANTE;66;ELDA;BIBLIOTECA ESPECIALIZADA;BIBLIOTECA ESPECIALIZADA CEFIRE ELDA;CALLE SAN CRISPÍN Nº 14;03600;TELF.965394639;FAX.966980036;HTTP://INTERCENTRES.CULT.GVA.ES/CEFIRE/03402061;HTTP://WWW.BEGV.GVA.ES/CEFIRE/VAL_TLPCEF.HTML;03402061@EDU.GVA.ES;N;PU;PÚBLICA;N
46;VALENCIA;250;VALÈNCIA;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL PALACIO DE LA EXPOSICION VALÈNCIA;PLAZA DE GALICIA Nº 3;46010;TELF.963981791; ;HTTP://WWW.VALENCIA.ES/;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0171;BPALACIOEXPOSICION@VALENCIA.ES;N;PU;PÚBLICA;S
12;CASTELLÓN;4;ALCOSSEBRE;AGENCIA DE LECTURA;AGENCIA DE LECTURA  ALCOSSEBRE;CALLE SAN JOSÉ Nº 48-B;12579;TELF.964414226; ; ; ;AXIVERT_VIC@GVA.ES;N;PU;PÚBLICA;N
12;CASTELLÓN;104;PEÑALBA;AGENCIA DE LECTURA;AGENCIA DE LECTURA  PEÑALBA;CALLE GELDO Nº 5;12414;TELF.964713276; ; ; ;JUVENTUDPEN@SEGORBE.ES;N;PU;PÚBLICA;N
46;VALENCIA;250;VALÈNCIA;BIBLIOTECA UNIVERSITARIA;BIBLIOTECA UNIVERSITARIA FRANCISCO TOMÁS Y VALIENTE-UNED VALÈNCIA;CALLE CASA DE LA MISERICORDIA Nº 34;46014;TELF.963707812 EXT-261;FAX.963502711;HTTP://WWW.UNED-VALENCIA.NET/;HTTP://BIBLIO15.UNED.ES/;BIBLIO2@VALENCIA.UNED.ES;N;PU;PÚBLICA;N
12;CASTELLÓN;135;VILA-REAL;BIBLIOTECA AUXILIAR ARCHIVO;BIBLIOTECA AUXILIAR ARCHIVO  VILA-REAL;AVENIDA LA MURÀ Nº 14;12540;TELF.964547220;FAX.964547221; ; ;ARXIU@AJVILA-REAL.ES;N;PU;PÚBLICA;N
03;ALICANTE;66;ELDA;PUNTO DE SERVICIO EXTERNO;PUNTO DE SERVICIO EXTERNO MERCADO ELDA;MERCADO CENTRAL CASETA 138;03600;TELF.965390229; ; ; ; ;N;PU;PÚBLICA;N
12;CASTELLÓN;135;VILA-REAL;BIBLIOTECA ESPECIALIZADA;BIBLIOTECA ESPECIALIZADA MUSEU DE LA CIUTAT CASA DE POLO VILA-REAL;CALLE JOAN FUSTER Nº 33;12540;TELF.964535859;FAX.964524920; ; ;MUSEU@AJVILA-REAL.ES;N;PU;PÚBLICA;N
03;ALICANTE;63;DÉNIA;BIBLIOTECA AUXILIAR ARCHIVO;BIBLIOTECA AUXILIAR ARCHIVO  DÉNIA;PLAZA ENRIC VALOR Nº S/N;03700;TELF.966420940;FAX.965789986;HTTP://WWW.AYTO-DENIA.ES; ;ARCHIVO@AYTO-DENIA.ES;N;PU;PÚBLICA;N
46;VALENCIA;184;ONTINYENT;BIBLIOTECA AUXILIAR ARCHIVO;BIBLIOTECA AUXILIAR ARCHIVO  ONTINYENT;CALLE DE TOMÁS VALLS Nº 16;46870;TELF.962911955;FAX.962918202; ; ;ONTIARXIU@CV.GVA.ES;N;PU;PÚBLICA;N
46;VALENCIA;131;GANDIA;BIBLIOTECA UNIVERSITARIA;BIBLIOTECA UNIVERSITARIA FRANCISCO TOMÁS Y VALIENTE-UNED GANDIA;PLAZA ESCUELAS PÍAS Nº 7;46700;TELF.962868561;FAX.962869662;HTTP://WWW.UNED-VALENCIA.NET/;HTTP://BIBLIO15.UNED.ES/;BIBLIOTECA@GANDIA.UNED.ES;N;PU;PÚBLICA;N
46;VALENCIA;184;ONTINYENT;BIBLIOTECA UNIVERSITARIA;BIBLIOTECA UNIVERSITARIA FRANCISCO TOMÁS Y VALIENTE-UNED ONTINYENT;N/C C.SOCIAL SAN RAFAEL-GRUPO RAMÓN LLIN Nº S/N;46870;TELF.962387496;FAX.962914152;HTTP://WWW.UNED-VALENCIA.NET/;HTTP://BIBLIO15.UNED.ES/;BIBLIOTECA@ONTINYENT.UNED.ES;N;PU;PÚBLICA;N
46;VALENCIA;17;ALZIRA;BIBLIOTECA UNIVERSITARIA;BIBLIOTECA UNIVERSITARIA FRANCISCO TOMÁS Y VALIENTE-UNED ALZIRA;CARRETERA GANDIA Nº S/N;46600;TELF.962411208;FAX.962419080;HTTP://WWW.UNED-VALENCIA.NET/;HTTP://BIBLIO15.UNED.ES/;BIBLIOTECA@ALZIRA.UNED.ES;N;PU;PÚBLICA;N
46;VALENCIA;145;XÀTIVA;BIBLIOTECA AUXILIAR ARCHIVO;BIBLIOTECA AUXILIAR ARCHIVO  XÀTIVA;PLAZA TRINITAT Nº 7;46800;TELF.962271167;FAX.962271167;HTTP://EN CONSTRUCCIÓ; ;ARXIU@AYTO-XATIVA.ES;N;PU;PÚBLICA;N
03;ALICANTE;83;XIXONA;BIBLIOTECA PRIVADA;BIBLIOTECA PRIVADA SOCIETAT EL TRABAJO XIXONA;AVENIDA CONSTITUCIÓ Nº 19;03100;TELF.965610110/5610647; ; ; ; ;N;PR;PRIVADA;N
12;CASTELLÓN;40;CASTELLÓ DE LA PLANA;AGENCIA DE LECTURA;AGENCIA DE LECTURA LA SALERA CASTELLÓ DE LA PLANA;N/C CUADRA LA SALERA Nº S/N;12006;TELF.964241040;FAX.964246891;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0047;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0047; ;N;PU;PÚBLICA;S
46;VALENCIA;250;VALÈNCIA;AGENCIA DE LECTURA;AGENCIA DE LECTURA VICENTE BOIX I RICARTE  LA FUENSANTA VALÈNCIA;CALLE ESCULTOR SALZILLO Nº 12;46014;TELF.963791523; ;HTTP://WWW.VALENCIA.ES/;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0171;BVICENTBOIX@VALENCIA.ES;N;PU;PÚBLICA;S
46;VALENCIA;5;ALAQUÀS;PUNTO DE SERVICIO EXTERNO;PUNTO DE SERVICIO EXTERNO SANCHIS ALMIÑANO ALAQUÀS;CALLE VICENTE LIS BORONA Nº S/N;46970;TELF.962566540/961503504; ;HTTP://WWW.ALAQUAS.ORG;HTTP://WWW.ALAQUAS.ORG/BIBLIOTECA/VIRTUAL; ;N;PU;PÚBLICA;N
46;VALENCIA;213;REQUENA;OTRAS PÚBLICAS;OTRAS PÚBLICAS SAN ANTONIO DE REQUENA REQUENA;CALLE VALENCIA Nº 1;46390; ; ; ; ; ;N;PU;PÚBLICA;N
03;ALICANTE;14;ALACANT;BIBLIOTECA UNIVERSITARIA;BIBLIOTECA UNIVERSITARIA DE CIENCIAS  FACULTAD DE CIENCIAS ALACANT;N/C APDO. CORREOS Nº 99;03080;TELF.965903559/965909617;FAX.965909747;HTTP://WWW.UA.ES/ES/BIBLIOTECAS/SIBID/CENTROS/INDEX.HTM;HTTP://WWW.UA.ES/ES/BIBLIOTECAS/SIBID/CATALOGOS/WEBCAT.HTM;BIBLI.CIENCIES@UA.ES;N;PU;PÚBLICA;N
03;ALICANTE;18;ALTEA;BIBLIOTECA UNIVERSITARIA;BIBLIOTECA UNIVERSITARIA UNIVERSIDAD MIGUEL HERNÁNDEZ-CAMPUS DE ALTEA ALTEA;CALLE BENIDORM-PARTIDA PLA DEL CASTELL Nº S/N;03590;TELF.966859101;FAX.966859102;HTTP://WWW.UMH.ES/BIBLIOTECAS/;HTTP://WWW.UMH.ES/BIBLIOTECAS/CATALOGO/;BIBLIO.ALTEA@UMH.ES;N;PU;PÚBLICA;N
03;ALICANTE;99;ORIHUELA;BIBLIOTECA UNIVERSITARIA;BIBLIOTECA UNIVERSITARIA EPSO UNIVERSIDAD MIGUEL HERNÁNDEZ ORIHUELA;CARRETERA BENIEL, KM 3.2-CAMPUS ORIHUELA;03312;TELF.966749672; ;HTTP://WWW.UMH.ES/BIBLIOTECAS;HTTP://WWW.UMH.ES/BIBLIOTECAS/CATALOGO/;BIBLIO.ORI@UMH.ES;N;PU;PÚBLICA;N
03;ALICANTE;99;ORIHUELA;BIBLIOTECA UNIVERSITARIA;BIBLIOTECA UNIVERSITARIA LAS SALESAS UNIVERSIDAD MIGUEL HERNÁNDEZ CAMPUS ORIHUELA ORIHUELA;PLAZA LAS SALESAS-EDIFICIO CASA DEL PASO Nº S/N;03300;TELF.966749822; ;HTTP://WWW.UMH.ES/BIBLIOTECAS;HTTP://WWW.UMH.ES/BIBLIOTECAS/CATALOGO/;BIBLIO.ORI@UMH.ES;N;PU;PÚBLICA;N
03;ALICANTE;119;SANT JOAN D'ALACANT;BIBLIOTECA UNIVERSITARIA;BIBLIOTECA UNIVERSITARIA CIENCIAS DE LA SALUD-UNIVERSIDAD MIGUEL HERNÁNDEZ SANT JOAN D'ALACANT;CARRETERA DE VALENCIA KM,87 C. SANT JOAN D'ALACANT;03550;TELF.965919328;FAX.965919502;HTTP://WWW.UMH.ES/BIBLIOTECAS/;HTTP://WWW.UMH.ES/BIBLIOTECAS/CATALOGO/;BIBLIO.CCSALUD@UMH.ES;N;PU;PÚBLICA;N
03;ALICANTE;65;ELX;BIBLIOTECA UNIVERSITARIA;BIBLIOTECA UNIVERSITARIA UNIVERSIDAD MIGUEL HERNÁNDEZ-CAMPUS DE ELCHE ELX;AVENIDA DE LA UNIVERSIDAD-EDIFICIO ALTABIX Nº S/N;03202;TELF.966658786/8;FAX.966658789;HTTP://WWW.UMH.ES/BIBLIOTECAS;HTTP://WWW.UMH.ES/BIBLIOTECAS/CATALOGO/;BIBLIO.ELCHE@UMH.ES;N;PU;PÚBLICA;N
12;CASTELLÓN;40;CASTELLÓ DE LA PLANA;BIBLIOTECA UNIVERSITARIA;BIBLIOTECA UNIVERSITARIA UNIVERSITAT JAUME I CASTELLÓ DE LA PLANA;EDIFICIO CAMPUS DEL RIU SEC;12071;TELF.964728761/62;FAX.964728778;HTTP://SIC.UJI.ES/CD/;HTTP://SIC.UJI.ES/CD/OPAC/CATALAN/;BIBLIOTECA@UJI.ES;N;PU;PÚBLICA;N
46;VALENCIA;250;VALÈNCIA;BIBLIOTECA UNIVERSITARIA;BIBLIOTECA UNIVERSITARIA CENTRAL-UPV VALÈNCIA;CAMINO DE VERA-ÁGORA Nº S/N;46022;TELF.963877084 EXT-78840;FAX.963877089;HTTP://WWW.UPV.ES/BIB/;HTTP://WWW.UPV.ES/BIB/;BIBLIO@BIB.UPV.ES;N;PU;PÚBLICA;N
46;VALENCIA;250;VALÈNCIA;BIBLIOTECA UNIVERSITARIA;BIBLIOTECA UNIVERSITARIA DE BELLAS ARTES DE SAN CARLOS-UPV VALÈNCIA;CAMINO DE VERA Nº S/N;46022;TELF.963877000 EXT-78860;FAX.963877089;HTTP://WWW.UPV.ES/BIB/CONTENIDOS/BIBFBA/INDEXV.HTML;HTTP://WWW.UPV.ES/PLS/OBIB/SIC_OPAC.FORMCONSULTA;FCOLLADO@BIB.UPV.ES / BIBBELLASARTES@BIB.UPV.ES;N;PU;PÚBLICA;N
46;VALENCIA;250;VALÈNCIA;BIBLIOTECA UNIVERSITARIA;BIBLIOTECA UNIVERSITARIA DE LA ETS DE INGENIERIA DEL DISEÑO VALÈNCIA;CAMINO DE VERA Nº S/N;46022;TELF.963877180 EXT-78829; ;HTTP://WWW.UPV.ES/BIBLIOTECADEDISEÑO;HTTP://WWW.UPV.ES/PLS/OBIB/EST_BIBLIO.MENU?P_IDIOMA=C;BIBETSID@BIB.UPV.ES;N;PU;PÚBLICA;N
46;VALENCIA;250;VALÈNCIA;BIBLIOTECA UNIVERSITARIA;BIBLIOTECA UNIVERSITARIA DE INFORMÁTICA Y DOCUMENTACIÓN "ENRIC VALOR" VALÈNCIA;CAMINO DE VERA-EDIFICIO MULTIUSOS INFORMATICA  Nº S/N;46022;TELF.963877007 EXT-78826; ;HTTP://WWW.UPV.ES/BIBLIOTECADEINFORMATICA;HTTP://WWW.UPV.ES/PLS/OBIB/SIC_OPAC.FORMCONSULTA?P_IDIOMA=C;BIBINFORMATICA@BIB.UPV.ES;N;PU;PÚBLICA;N
46;VALENCIA;250;VALÈNCIA;BIBLIOTECA UNIVERSITARIA;BIBLIOTECA UNIVERSITARIA DE LA ETS GESTIÓN EN LA EDIFICACIÓN-UPV VALÈNCIA;CAMINO DE VERA Nº S/N;46022;TELF.963877120 EXT-78828; ;HTTP://WWW.UPV.ES/CONTENIDOS/BIBGE/;HTTP://WWW.UPV.ES/PLS/OBIB/SIC_OPAC.FORMCONSULTA;BIBEDIFICACION@BIB.UPV.ES;N;PU;PÚBLICA;N
46;VALENCIA;250;VALÈNCIA;BIBLIOTECA UNIVERSITARIA;BIBLIOTECA UNIVERSITARIA DE LA ETS DE CAMINOS, CANALES Y PUERTOS-UPV VALÈNCIA;CAMINO DE VERA-EDIFICIO 4H Nº S/N PISO 2;46022;TELF.963877007/77155; ;HTTP://WWW.UPV.ES/BIBLIOTECADECAMINOS;HTTP://WWW.UPV.ES/PLS/OBIB/SIC_OPAC.FORMCONSULTA?P_IDIOMA=C;BIBCAMINOS@BIB.UPV.ES;N;PU;PÚBLICA;N
46;VALENCIA;131;GANDIA;BIBLIOTECA UNIVERSITARIA;BIBLIOTECA UNIVERSITARIA CAMPUS GANDIA-CRAI (UPV) GANDIA;CALLE PARANIMF Nº 1;46730;TELF.962849354;FAX.962849309;HTTP://WWW.UPV.ES/BIBLIOTECADEGANDIA;HTTP://WWW.UPV.ES/PLS/OBIB/SIC_OPAC.FORMCONSULTA?P_IDIOMA=C;BIB-EPSG@UPVNET.UPV.ES;N;PU;PÚBLICA;N
